"","pb","altitude","aspect1","preciptn","roughness1","slope","tempAvg","tempMin"
"1565",1,26,230.017974853516,39,178,436543.8125,268,215
"1566",1,26,230.017974853516,39,178,436543.8125,268,215
"1567",1,26,230.017974853516,39,178,436543.8125,268,215
"1568",1,13,38.2901649475098,40,42,145244.625,267,214
"1569",1,28,279.977722167969,197,199,986927.0625,267,214
"1570",1,1167,286.778442382812,168,546,1247091,198,157
"1571",1,1167,286.778442382812,168,546,1247091,198,157
"1572",1,NA,NA,NA,NA,NA,NA,NA
"1573",1,NA,NA,NA,NA,NA,NA,NA
"1574",1,NA,NA,NA,NA,NA,NA,NA
"1575",1,NA,NA,NA,NA,NA,NA,NA
"1576",1,NA,NA,NA,NA,NA,NA,NA
"1577",1,1167,286.778442382812,168,546,1247091,198,157
"1578",1,36,275.684936523438,198,199,666277,266,213
"1579",1,NA,NA,NA,NA,NA,NA,NA
"1580",1,NA,NA,NA,NA,NA,NA,NA
"1581",1,NA,NA,NA,NA,NA,NA,NA
"1582",1,NA,NA,NA,NA,NA,NA,NA
"1583",1,NA,NA,NA,NA,NA,NA,NA
"1584",1,NA,NA,NA,NA,NA,NA,NA
"1585",1,NA,NA,NA,NA,NA,NA,NA
"1586",1,NA,NA,NA,NA,NA,NA,NA
"1587",1,NA,NA,NA,NA,NA,NA,NA
"1588",1,NA,NA,NA,NA,NA,NA,NA
"1589",1,NA,NA,NA,NA,NA,NA,NA
"1590",1,NA,NA,NA,NA,NA,NA,NA
"1591",1,NA,NA,NA,NA,NA,NA,NA
"1592",1,NA,NA,NA,NA,NA,NA,NA
"1593",1,NA,NA,NA,NA,NA,NA,NA
"1594",1,NA,NA,NA,NA,NA,NA,NA
"1595",1,NA,NA,NA,NA,NA,NA,NA
"1596",1,NA,NA,NA,NA,NA,NA,NA
"1597",1,NA,NA,NA,NA,NA,NA,NA
"1598",1,NA,NA,NA,NA,NA,NA,NA
"1599",1,NA,NA,NA,NA,NA,NA,NA
"1600",1,NA,NA,NA,NA,NA,NA,NA
"1601",1,NA,NA,NA,NA,NA,NA,NA
"1602",1,NA,NA,NA,NA,NA,NA,NA
"1603",1,NA,NA,NA,NA,NA,NA,NA
"1604",1,1167,286.778442382812,168,546,1247091,198,157
"1605",1,1167,286.778442382812,168,546,1247091,198,157
"1606",1,NA,NA,NA,NA,NA,NA,NA
"1607",1,NA,NA,NA,NA,NA,NA,NA
"1608",1,NA,NA,NA,NA,NA,NA,NA
"1609",1,NA,NA,NA,NA,NA,NA,NA
"1610",1,NA,NA,NA,NA,NA,NA,NA
"1611",1,NA,NA,NA,NA,NA,NA,NA
"1612",1,NA,NA,NA,NA,NA,NA,NA
"1613",1,NA,NA,NA,NA,NA,NA,NA
"1614",1,NA,NA,NA,NA,NA,NA,NA
"1615",1,NA,NA,NA,NA,NA,NA,NA
"1616",1,159,250.529693603516,179,96,315014.28125,243,201
"1617",1,159,250.529693603516,179,96,315014.28125,243,201
"1618",1,159,250.529693603516,179,96,315014.28125,243,201
"1619",1,159,250.529693603516,179,96,315014.28125,243,201
"1620",1,159,250.529693603516,179,96,315014.28125,243,201
"1621",1,159,250.529693603516,179,96,315014.28125,243,201
"1622",1,159,250.529693603516,179,96,315014.28125,243,201
"1623",1,159,250.529693603516,179,96,315014.28125,243,201
"1624",1,159,250.529693603516,179,96,315014.28125,243,201
"1625",1,159,250.529693603516,179,96,315014.28125,243,201
"1626",1,159,250.529693603516,179,96,315014.28125,243,201
"1627",1,159,250.529693603516,179,96,315014.28125,243,201
"1628",1,159,250.529693603516,179,96,315014.28125,243,201
"1629",1,159,250.529693603516,179,96,315014.28125,243,201
"1630",1,159,250.529693603516,179,96,315014.28125,243,201
"1631",1,159,250.529693603516,179,96,315014.28125,243,201
"1632",1,159,250.529693603516,179,96,315014.28125,243,201
"1633",1,159,250.529693603516,179,96,315014.28125,243,201
"1634",1,159,250.529693603516,179,96,315014.28125,243,201
"1635",1,159,250.529693603516,179,96,315014.28125,243,201
"1636",1,159,250.529693603516,179,96,315014.28125,243,201
"1637",1,159,250.529693603516,179,96,315014.28125,243,201
"1638",1,159,250.529693603516,179,96,315014.28125,243,201
"1639",1,159,250.529693603516,179,96,315014.28125,243,201
"1640",1,159,250.529693603516,179,96,315014.28125,243,201
"1641",1,159,250.529693603516,179,96,315014.28125,243,201
"1642",1,NA,NA,NA,NA,NA,NA,NA
"1643",1,44,130.030258178711,173,35,146923.453125,265,217
"1644",1,44,130.030258178711,173,35,146923.453125,265,217
"1645",1,16,315,211,7,21213.203125,269,214
"1646",1,173,165.361724853516,44,275,830972.9375,258,206
"1647",1,53,195.018371582031,176,15,63674.95703125,269,215
"1648",1,NA,NA,NA,NA,NA,NA,NA
"1649",1,NA,NA,NA,NA,NA,NA,NA
"1650",1,NA,NA,NA,NA,NA,NA,NA
"1651",1,1167,286.778442382812,168,546,1247091,198,157
"1652",1,1167,286.778442382812,168,546,1247091,198,157
"1653",1,NA,NA,NA,NA,NA,NA,NA
"1654",1,1223,142.077255249023,270,440,946959.875,182,139
"1655",1,1250,302.637512207031,272,148,317064.65625,180,137
"1656",1,1057,139.011123657227,255,442,2092504.875,193,149
"1657",1,1050,158.230499267578,254,327,1500511.375,194,150
"1658",1,1223,142.077255249023,270,440,946959.875,182,139
"1659",1,NA,NA,NA,NA,NA,NA,NA
"1660",1,NA,NA,NA,NA,NA,NA,NA
"1661",1,NA,NA,NA,NA,NA,NA,NA
"1662",1,NA,NA,NA,NA,NA,NA,NA
"1663",1,NA,NA,NA,NA,NA,NA,NA
"1664",1,1366,181.092010498047,200,390,2046371.625,178,139
"1665",1,16,315,211,7,21213.203125,269,214
"1666",1,NA,NA,NA,NA,NA,NA,NA
"1667",1,NA,NA,NA,NA,NA,NA,NA
"1668",1,NA,NA,NA,NA,NA,NA,NA
"1669",1,177,322.5595703125,122,251,1144856.75,261,204
"1670",1,177,322.5595703125,122,251,1144856.75,261,204
"1671",1,177,322.5595703125,122,251,1144856.75,261,204
"1672",1,519,184.059936523438,147,504,1906785,236,191
"1673",1,519,184.059936523438,147,504,1906785,236,191
"1674",1,15,NA,103,NA,NA,268,225
"1675",1,9,264.709899902344,187,30,162692.96875,268,218
"1676",1,1366,181.092010498047,200,390,2046371.625,178,139
"1677",1,NA,NA,NA,NA,NA,NA,NA
"1678",1,NA,NA,NA,NA,NA,NA,NA
"1679",1,173,165.361724853516,44,275,830972.9375,258,206
"1680",1,1223,142.077255249023,270,440,946959.875,182,139
"1681",1,1223,142.077255249023,270,440,946959.875,182,139
"1682",1,1223,142.077255249023,270,440,946959.875,182,139
"1683",1,177,322.5595703125,122,251,1144856.75,261,204
"1684",1,177,322.5595703125,122,251,1144856.75,261,204
"1685",1,177,322.5595703125,122,251,1144856.75,261,204
"1686",1,177,322.5595703125,122,251,1144856.75,261,204
"1687",1,177,322.5595703125,122,251,1144856.75,261,204
"1688",1,177,322.5595703125,122,251,1144856.75,261,204
"1689",1,NA,NA,NA,NA,NA,NA,NA
"1690",1,23,285.724731445312,316,43,160507.015625,257,221
"1691",1,23,285.724731445312,316,43,160507.015625,257,221
"1692",1,3,157.619873046875,175,13,27577.1640625,269,220
"1693",1,1273,120.854598999023,274,543,2430482.25,179,136
"1694",1,NA,NA,NA,NA,NA,NA,NA
"1695",1,1050,158.230499267578,254,327,1500511.375,194,150
"1696",1,145,222.239151000977,122,263,836771.5,261,204
"1697",1,NA,NA,NA,NA,NA,NA,NA
"1698",1,NA,NA,NA,NA,NA,NA,NA
"1699",1,NA,NA,NA,NA,NA,NA,NA
"1700",1,NA,NA,NA,NA,NA,NA,NA
"1701",1,NA,NA,NA,NA,NA,NA,NA
"1702",1,NA,NA,NA,NA,NA,NA,NA
"1703",1,NA,NA,NA,NA,NA,NA,NA
"1704",1,173,165.361724853516,44,275,830972.9375,258,206
"1705",1,33,347.822875976562,279,160,583120.0625,258,220
"1706",1,33,347.822875976562,279,160,583120.0625,258,220
"1707",1,NA,NA,NA,NA,NA,NA,NA
"1708",1,173,165.361724853516,44,275,830972.9375,258,206
"1709",1,173,165.361724853516,44,275,830972.9375,258,206
"1710",1,725,100.897926330566,55,412,1309109,232,182
"1711",1,725,100.897926330566,55,412,1309109,232,182
"1712",1,491,51.3401908874512,142,202,902840.5,237,193
"1713",1,491,51.3401908874512,142,202,902840.5,237,193
"1714",1,NA,NA,NA,NA,NA,NA,NA
"1715",1,NA,NA,NA,NA,NA,NA,NA
"1716",1,NA,NA,NA,NA,NA,NA,NA
"1717",1,NA,NA,NA,NA,NA,NA,NA
"1718",1,NA,NA,NA,NA,NA,NA,NA
"1719",1,NA,NA,NA,NA,NA,NA,NA
"1720",1,NA,NA,NA,NA,NA,NA,NA
"1721",1,NA,NA,NA,NA,NA,NA,NA
"1722",1,NA,NA,NA,NA,NA,NA,NA
"1723",1,2,NA,40,NA,NA,271,218
"1724",1,NA,NA,NA,NA,NA,NA,NA
"1725",1,NA,NA,NA,NA,NA,NA,NA
"1726",1,NA,NA,NA,NA,NA,NA,NA
"1727",1,1257,126.060440063477,273,200,191119.078125,180,137
"1728",1,NA,NA,NA,NA,NA,NA,NA
"1729",1,NA,NA,NA,NA,NA,NA,NA
"1730",1,27,NA,144,NA,NA,266,220
"1731",1,NA,NA,NA,NA,NA,NA,NA
"1732",1,NA,NA,NA,NA,NA,NA,NA
"1733",1,NA,NA,NA,NA,NA,NA,NA
"1734",1,NA,NA,NA,NA,NA,NA,NA
"1735",1,NA,NA,NA,NA,NA,NA,NA
"1736",1,NA,NA,NA,NA,NA,NA,NA
"1737",1,258,319.441223144531,125,76,219154.0625,251,202
"1738",1,NA,NA,NA,NA,NA,NA,NA
"1739",1,NA,NA,NA,NA,NA,NA,NA
"1740",1,NA,NA,NA,NA,NA,NA,NA
"1741",1,NA,NA,NA,NA,NA,NA,NA
"1742",1,258,319.441223144531,125,76,219154.0625,251,202
"1743",1,258,319.441223144531,125,76,219154.0625,251,202
"1744",1,NA,NA,NA,NA,NA,NA,NA
"1745",1,NA,NA,NA,NA,NA,NA,NA
"1746",1,NA,NA,NA,NA,NA,NA,NA
"1747",1,NA,NA,NA,NA,NA,NA,NA
"1748",1,NA,NA,NA,NA,NA,NA,NA
"1749",1,NA,NA,NA,NA,NA,NA,NA
"1750",1,NA,NA,NA,NA,NA,NA,NA
"1751",1,NA,NA,NA,NA,NA,NA,NA
"1752",1,NA,NA,NA,NA,NA,NA,NA
"1753",1,NA,NA,NA,NA,NA,NA,NA
"1754",1,NA,NA,NA,NA,NA,NA,NA
"1755",1,NA,NA,NA,NA,NA,NA,NA
"1756",1,NA,NA,NA,NA,NA,NA,NA
"1757",1,NA,NA,NA,NA,NA,NA,NA
"1758",1,NA,NA,NA,NA,NA,NA,NA
"1759",1,155,75.9422607421875,177,248,969536.25,243,201
"1760",1,NA,NA,NA,NA,NA,NA,NA
"1761",1,159,250.529693603516,179,96,315014.28125,243,201
"1762",1,NA,NA,NA,NA,NA,NA,NA
"1763",1,NA,NA,NA,NA,NA,NA,NA
"1764",1,NA,NA,NA,NA,NA,NA,NA
"1765",1,NA,NA,NA,NA,NA,NA,NA
"1766",1,124,94.0001831054688,181,225,430047.65625,244,203
"1767",1,NA,NA,NA,NA,NA,NA,NA
"1768",1,NA,NA,NA,NA,NA,NA,NA
"1769",1,NA,NA,NA,NA,NA,NA,NA
"1770",1,NA,NA,NA,NA,NA,NA,NA
"1771",1,NA,NA,NA,NA,NA,NA,NA
"1772",1,NA,NA,NA,NA,NA,NA,NA
"1773",1,NA,NA,NA,NA,NA,NA,NA
"1774",1,NA,NA,NA,NA,NA,NA,NA
"1775",1,NA,NA,NA,NA,NA,NA,NA
"1776",1,33,347.822875976562,279,160,583120.0625,258,220
"1777",1,33,347.822875976562,279,160,583120.0625,258,220
"1778",1,NA,NA,NA,NA,NA,NA,NA
"1779",1,NA,NA,NA,NA,NA,NA,NA
"1780",1,NA,NA,NA,NA,NA,NA,NA
"1781",1,NA,NA,NA,NA,NA,NA,NA
"1782",1,NA,NA,NA,NA,NA,NA,NA
"1783",1,NA,NA,NA,NA,NA,NA,NA
"1784",1,NA,NA,NA,NA,NA,NA,NA
"1785",1,NA,NA,NA,NA,NA,NA,NA
"1786",1,NA,NA,NA,NA,NA,NA,NA
"1787",1,NA,NA,NA,NA,NA,NA,NA
"1788",1,NA,NA,NA,NA,NA,NA,NA
"1789",1,NA,NA,NA,NA,NA,NA,NA
"1790",1,NA,NA,NA,NA,NA,NA,NA
"1791",1,103,78.3312225341797,185,68,281824.40625,261,210
"1792",1,65,225.276123046875,39,242,880358.1875,266,214
"1793",1,NA,NA,NA,NA,NA,NA,NA
"1794",1,NA,NA,NA,NA,NA,NA,NA
"1795",1,NA,NA,NA,NA,NA,NA,NA
"1796",1,NA,NA,NA,NA,NA,NA,NA
"1797",1,NA,NA,NA,NA,NA,NA,NA
"1798",1,NA,NA,NA,NA,NA,NA,NA
"1799",1,NA,NA,NA,NA,NA,NA,NA
"1800",1,300,244.236129760742,290,594,2446721.25,241,202
"1801",1,1257,126.060440063477,273,200,191119.078125,180,137
"1802",1,1257,126.060440063477,273,200,191119.078125,180,137
"1803",1,1257,126.060440063477,273,200,191119.078125,180,137
"1804",1,1161,208.6943359375,251,560,2780458,189,145
"1805",1,74,NA,39,NA,NA,265,213
"1806",1,74,NA,39,NA,NA,265,213
"1807",1,74,NA,39,NA,NA,265,213
"1808",1,74,NA,39,NA,NA,265,213
"1809",1,160,287.327941894531,151,66,196414.109375,246,201
"1810",1,NA,NA,NA,NA,NA,NA,NA
"1811",1,NA,NA,NA,NA,NA,NA,NA
"1812",1,NA,NA,NA,NA,NA,NA,NA
"1813",1,NA,NA,NA,NA,NA,NA,NA
"1814",1,NA,NA,NA,NA,NA,NA,NA
"1815",1,NA,NA,NA,NA,NA,NA,NA
"1816",1,NA,NA,NA,NA,NA,NA,NA
"1817",1,NA,NA,NA,NA,NA,NA,NA
"1818",1,NA,NA,NA,NA,NA,NA,NA
"1819",1,33,347.822875976562,279,160,583120.0625,258,220
"1820",1,1257,126.060440063477,273,200,191119.078125,180,137
"1821",1,1257,126.060440063477,273,200,191119.078125,180,137
"1822",1,26,230.017974853516,39,178,436543.8125,268,215
"1823",1,26,230.017974853516,39,178,436543.8125,268,215
"1824",1,159,250.529693603516,179,96,315014.28125,243,201
"1825",1,1257,126.060440063477,273,200,191119.078125,180,137
"1826",1,NA,NA,NA,NA,NA,NA,NA
"1827",1,NA,NA,NA,NA,NA,NA,NA
"1828",1,30,339.443969726562,271,25,102528.046875,261,221
"1829",1,NA,NA,NA,NA,NA,NA,NA
"1830",1,NA,NA,NA,NA,NA,NA,NA
"1831",1,NA,NA,NA,NA,NA,NA,NA
"1832",1,NA,NA,NA,NA,NA,NA,NA
"1833",1,NA,NA,NA,NA,NA,NA,NA
"1834",1,NA,NA,NA,NA,NA,NA,NA
"1835",1,NA,NA,NA,NA,NA,NA,NA
"1836",1,46,155.556045532227,262,33,18124.568359375,260,217
"1837",1,519,184.059936523438,147,504,1906785,236,191
"1838",1,NA,NA,NA,NA,NA,NA,NA
"1839",1,NA,NA,NA,NA,NA,NA,NA
"1840",1,NA,NA,NA,NA,NA,NA,NA
"1841",1,12,139.712020874023,39,328,1368634.75,270,218
"1842",1,NA,NA,NA,NA,NA,NA,NA
"1843",1,NA,NA,NA,NA,NA,NA,NA
"1844",1,NA,NA,NA,NA,NA,NA,NA
"1845",1,NA,NA,NA,NA,NA,NA,NA
"1846",1,1223,142.077255249023,270,440,946959.875,182,139
"1847",1,NA,NA,NA,NA,NA,NA,NA
"1848",1,1223,142.077255249023,270,440,946959.875,182,139
"1849",1,NA,NA,NA,NA,NA,NA,NA
"1850",1,NA,NA,NA,NA,NA,NA,NA
"1851",1,NA,NA,NA,NA,NA,NA,NA
"1852",1,NA,NA,NA,NA,NA,NA,NA
"1853",1,26,230.017974853516,39,178,436543.8125,268,215
"1854",1,NA,NA,NA,NA,NA,NA,NA
"1855",1,1559,220.629196166992,170,219,334018.71875,168,130
"1856",1,NA,NA,NA,NA,NA,NA,NA
"1857",1,NA,NA,NA,NA,NA,NA,NA
"1858",1,NA,NA,NA,NA,NA,NA,NA
"1859",1,NA,NA,NA,NA,NA,NA,NA
"1860",1,NA,NA,NA,NA,NA,NA,NA
"1861",1,NA,NA,NA,NA,NA,NA,NA
"1862",1,NA,NA,NA,NA,NA,NA,NA
"1863",1,NA,NA,NA,NA,NA,NA,NA
"1864",1,258,319.441223144531,125,76,219154.0625,251,202
"1865",1,258,319.441223144531,125,76,219154.0625,251,202
"1866",1,258,319.441223144531,125,76,219154.0625,251,202
"1867",1,258,319.441223144531,125,76,219154.0625,251,202
"1868",1,258,319.441223144531,125,76,219154.0625,251,202
"1869",1,258,319.441223144531,125,76,219154.0625,251,202
"1870",1,NA,NA,NA,NA,NA,NA,NA
"1871",1,NA,NA,NA,NA,NA,NA,NA
"1872",1,NA,NA,NA,NA,NA,NA,NA
"1873",1,NA,NA,NA,NA,NA,NA,NA
"1874",1,NA,NA,NA,NA,NA,NA,NA
"1875",1,NA,NA,NA,NA,NA,NA,NA
"1876",1,NA,NA,NA,NA,NA,NA,NA
"1877",1,NA,NA,NA,NA,NA,NA,NA
"1878",1,NA,NA,NA,NA,NA,NA,NA
"1879",1,NA,NA,NA,NA,NA,NA,NA
"1880",1,NA,NA,NA,NA,NA,NA,NA
"1881",1,NA,NA,NA,NA,NA,NA,NA
"1882",1,NA,NA,NA,NA,NA,NA,NA
"1883",1,NA,NA,NA,NA,NA,NA,NA
"1884",1,NA,NA,NA,NA,NA,NA,NA
"1885",1,NA,NA,NA,NA,NA,NA,NA
"1886",1,74,NA,39,NA,NA,265,213
"1887",1,NA,NA,NA,NA,NA,NA,NA
"1888",1,NA,NA,NA,NA,NA,NA,NA
"1889",1,NA,NA,NA,NA,NA,NA,NA
"1890",1,26,230.017974853516,39,178,436543.8125,268,215
"1891",1,26,230.017974853516,39,178,436543.8125,268,215
"1892",1,922,98.7359848022461,236,175,641947.4375,205,160
"1893",1,12,139.712020874023,39,328,1368634.75,270,218
"1894",1,173,165.361724853516,44,275,830972.9375,258,206
"1895",1,177,322.5595703125,122,251,1144856.75,261,204
"1896",1,100,221.054809570312,190,18,61664.4140625,256,207
"1897",1,1177,349.711395263672,265,295,1419321.875,185,142
"1898",1,NA,NA,NA,NA,NA,NA,NA
"1899",1,NA,NA,NA,NA,NA,NA,NA
"1900",1,NA,NA,NA,NA,NA,NA,NA
"1901",1,NA,NA,NA,NA,NA,NA,NA
"1902",1,NA,NA,NA,NA,NA,NA,NA
"1903",1,NA,NA,NA,NA,NA,NA,NA
"1904",1,NA,NA,NA,NA,NA,NA,NA
"1905",1,NA,NA,NA,NA,NA,NA,NA
"1906",1,NA,NA,NA,NA,NA,NA,NA
"1907",1,NA,NA,NA,NA,NA,NA,NA
"1908",1,NA,NA,NA,NA,NA,NA,NA
"1909",1,NA,NA,NA,NA,NA,NA,NA
"1910",1,NA,NA,NA,NA,NA,NA,NA
"1911",1,NA,NA,NA,NA,NA,NA,NA
"1912",1,NA,NA,NA,NA,NA,NA,NA
"1913",1,NA,NA,NA,NA,NA,NA,NA
"1914",1,NA,NA,NA,NA,NA,NA,NA
"1915",1,NA,NA,NA,NA,NA,NA,NA
"1916",1,NA,NA,NA,NA,NA,NA,NA
"1917",1,NA,NA,NA,NA,NA,NA,NA
"1918",1,NA,NA,NA,NA,NA,NA,NA
"1919",1,NA,NA,NA,NA,NA,NA,NA
"1920",1,NA,NA,NA,NA,NA,NA,NA
"1921",1,NA,NA,NA,NA,NA,NA,NA
"1922",1,NA,NA,NA,NA,NA,NA,NA
"1923",1,NA,NA,NA,NA,NA,NA,NA
"1924",1,NA,NA,NA,NA,NA,NA,NA
"1925",1,NA,NA,NA,NA,NA,NA,NA
"1926",1,NA,NA,NA,NA,NA,NA,NA
"1927",1,NA,NA,NA,NA,NA,NA,NA
"1928",1,NA,NA,NA,NA,NA,NA,NA
"1929",1,249,223.746856689453,124,209,678984.875,252,203
"1930",1,249,223.746856689453,124,209,678984.875,252,203
"1931",1,249,223.746856689453,124,209,678984.875,252,203
"1932",1,NA,NA,NA,NA,NA,NA,NA
"1933",1,NA,NA,NA,NA,NA,NA,NA
"1934",1,NA,NA,NA,NA,NA,NA,NA
"1935",1,NA,NA,NA,NA,NA,NA,NA
"1936",1,NA,NA,NA,NA,NA,NA,NA
"1937",1,NA,NA,NA,NA,NA,NA,NA
"1938",1,NA,NA,NA,NA,NA,NA,NA
"1939",1,NA,NA,NA,NA,NA,NA,NA
"1940",1,NA,NA,NA,NA,NA,NA,NA
"1941",1,NA,NA,NA,NA,NA,NA,NA
"1942",1,NA,NA,NA,NA,NA,NA,NA
"1943",1,249,223.746856689453,124,209,678984.875,252,203
"1944",1,249,223.746856689453,124,209,678984.875,252,203
"1945",1,NA,NA,NA,NA,NA,NA,NA
"1946",1,249,223.746856689453,124,209,678984.875,252,203
"1947",1,NA,NA,NA,NA,NA,NA,NA
"1948",1,NA,NA,NA,NA,NA,NA,NA
"1949",1,NA,NA,NA,NA,NA,NA,NA
"1950",1,NA,NA,NA,NA,NA,NA,NA
"1951",1,NA,NA,NA,NA,NA,NA,NA
"1952",1,NA,NA,NA,NA,NA,NA,NA
"1953",1,NA,NA,NA,NA,NA,NA,NA
"1954",1,NA,NA,NA,NA,NA,NA,NA
"1955",1,NA,NA,NA,NA,NA,NA,NA
"1956",1,74,117.474433898926,186,46,42267.0078125,253,206
"1957",1,74,117.474433898926,186,46,42267.0078125,253,206
"1958",1,249,223.746856689453,124,209,678984.875,252,203
"1959",1,249,223.746856689453,124,209,678984.875,252,203
"1960",1,249,223.746856689453,124,209,678984.875,252,203
"1961",1,NA,NA,NA,NA,NA,NA,NA
"1962",1,NA,NA,NA,NA,NA,NA,NA
"1963",1,NA,NA,NA,NA,NA,NA,NA
"1964",1,NA,NA,NA,NA,NA,NA,NA
"1965",1,NA,NA,NA,NA,NA,NA,NA
"1966",1,NA,NA,NA,NA,NA,NA,NA
"1967",1,NA,NA,NA,NA,NA,NA,NA
"1968",1,NA,NA,NA,NA,NA,NA,NA
"1969",1,NA,NA,NA,NA,NA,NA,NA
"1970",1,NA,NA,NA,NA,NA,NA,NA
"1971",1,NA,NA,NA,NA,NA,NA,NA
"1972",1,NA,NA,NA,NA,NA,NA,NA
"1973",1,NA,NA,NA,NA,NA,NA,NA
"1974",1,NA,NA,NA,NA,NA,NA,NA
"1975",1,NA,NA,NA,NA,NA,NA,NA
"1976",1,NA,NA,NA,NA,NA,NA,NA
"1977",1,NA,NA,NA,NA,NA,NA,NA
"1978",1,NA,NA,NA,NA,NA,NA,NA
"1979",1,NA,NA,NA,NA,NA,NA,NA
"1980",1,NA,NA,NA,NA,NA,NA,NA
"1981",1,NA,NA,NA,NA,NA,NA,NA
"1982",1,NA,NA,NA,NA,NA,NA,NA
"1983",1,NA,NA,NA,NA,NA,NA,NA
"1984",1,NA,NA,NA,NA,NA,NA,NA
"1985",1,NA,NA,NA,NA,NA,NA,NA
"1986",1,NA,NA,NA,NA,NA,NA,NA
"1987",1,NA,NA,NA,NA,NA,NA,NA
"1988",1,NA,NA,NA,NA,NA,NA,NA
"1989",1,249,223.746856689453,124,209,678984.875,252,203
"1990",1,249,223.746856689453,124,209,678984.875,252,203
"1991",1,249,223.746856689453,124,209,678984.875,252,203
"1992",1,258,319.441223144531,125,76,219154.0625,251,202
"1993",1,258,319.441223144531,125,76,219154.0625,251,202
"1994",1,258,319.441223144531,125,76,219154.0625,251,202
"1995",1,258,319.441223144531,125,76,219154.0625,251,202
"1996",1,258,319.441223144531,125,76,219154.0625,251,202
"1997",1,258,319.441223144531,125,76,219154.0625,251,202
"1998",1,258,319.441223144531,125,76,219154.0625,251,202
"1999",1,258,319.441223144531,125,76,219154.0625,251,202
"2000",1,258,319.441223144531,125,76,219154.0625,251,202
"2001",1,258,319.441223144531,125,76,219154.0625,251,202
"2002",1,258,319.441223144531,125,76,219154.0625,251,202
"2003",1,258,319.441223144531,125,76,219154.0625,251,202
"2004",1,74,NA,39,NA,NA,265,213
"2005",1,NA,NA,NA,NA,NA,NA,NA
"2006",1,NA,NA,NA,NA,NA,NA,NA
"2007",1,NA,NA,NA,NA,NA,NA,NA
"2008",1,NA,NA,NA,NA,NA,NA,NA
"2009",1,NA,NA,NA,NA,NA,NA,NA
"2010",1,NA,NA,NA,NA,NA,NA,NA
"2011",1,NA,NA,NA,NA,NA,NA,NA
"2012",1,NA,NA,NA,NA,NA,NA,NA
"2013",1,258,319.441223144531,125,76,219154.0625,251,202
"2014",1,258,319.441223144531,125,76,219154.0625,251,202
"2015",1,258,319.441223144531,125,76,219154.0625,251,202
"2016",1,258,319.441223144531,125,76,219154.0625,251,202
"2017",1,258,319.441223144531,125,76,219154.0625,251,202
"2018",1,258,319.441223144531,125,76,219154.0625,251,202
"2019",1,258,319.441223144531,125,76,219154.0625,251,202
"2020",1,NA,NA,NA,NA,NA,NA,NA
"2021",1,NA,NA,NA,NA,NA,NA,NA
"2022",1,NA,NA,NA,NA,NA,NA,NA
"2023",1,NA,NA,NA,NA,NA,NA,NA
"2024",1,NA,NA,NA,NA,NA,NA,NA
"2025",1,NA,NA,NA,NA,NA,NA,NA
"2026",1,NA,NA,NA,NA,NA,NA,NA
"2027",1,NA,NA,NA,NA,NA,NA,NA
"2028",1,NA,NA,NA,NA,NA,NA,NA
"2029",1,NA,NA,NA,NA,NA,NA,NA
"2030",1,NA,NA,NA,NA,NA,NA,NA
"2031",1,NA,NA,NA,NA,NA,NA,NA
"2032",1,NA,NA,NA,NA,NA,NA,NA
"2033",1,NA,NA,NA,NA,NA,NA,NA
"2034",1,NA,NA,NA,NA,NA,NA,NA
"2035",1,NA,NA,NA,NA,NA,NA,NA
"2036",1,NA,NA,NA,NA,NA,NA,NA
"2037",1,NA,NA,NA,NA,NA,NA,NA
"2038",1,NA,NA,NA,NA,NA,NA,NA
"2039",1,NA,NA,NA,NA,NA,NA,NA
"2040",1,NA,NA,NA,NA,NA,NA,NA
"2041",1,NA,NA,NA,NA,NA,NA,NA
"2042",1,NA,NA,NA,NA,NA,NA,NA
"2043",1,NA,NA,NA,NA,NA,NA,NA
"2044",1,NA,NA,NA,NA,NA,NA,NA
"2045",1,NA,NA,NA,NA,NA,NA,NA
"2046",1,NA,NA,NA,NA,NA,NA,NA
"2047",1,NA,NA,NA,NA,NA,NA,NA
"2048",1,NA,NA,NA,NA,NA,NA,NA
"2049",1,NA,NA,NA,NA,NA,NA,NA
"2050",1,NA,NA,NA,NA,NA,NA,NA
"2051",1,NA,NA,NA,NA,NA,NA,NA
"2052",1,NA,NA,NA,NA,NA,NA,NA
"2053",1,NA,NA,NA,NA,NA,NA,NA
"2054",1,NA,NA,NA,NA,NA,NA,NA
"2055",1,NA,NA,NA,NA,NA,NA,NA
"2056",1,NA,NA,NA,NA,NA,NA,NA
"2057",1,NA,NA,NA,NA,NA,NA,NA
"2058",1,NA,NA,NA,NA,NA,NA,NA
"2059",1,NA,NA,NA,NA,NA,NA,NA
"2060",1,NA,NA,NA,NA,NA,NA,NA
"2061",1,NA,NA,NA,NA,NA,NA,NA
"2062",1,NA,NA,NA,NA,NA,NA,NA
"2063",1,NA,NA,NA,NA,NA,NA,NA
"2064",1,NA,NA,NA,NA,NA,NA,NA
"2065",1,NA,NA,NA,NA,NA,NA,NA
"2066",1,NA,NA,NA,NA,NA,NA,NA
"2067",1,NA,NA,NA,NA,NA,NA,NA
"2068",1,NA,NA,NA,NA,NA,NA,NA
"2069",1,NA,NA,NA,NA,NA,NA,NA
"2070",1,NA,NA,NA,NA,NA,NA,NA
"2071",1,NA,NA,NA,NA,NA,NA,NA
